Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Legendary_Coach,Unnamed: 0,Num_Athletes,Female_Ratio,Num_Sports,Num_Events,Rank,Gold,Silver,Bronze,Total,Total_Events,Total_Discipline,Total_Sports,Is_Host
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,Bronze,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Silver,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Silver,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,Yes,,,,,,,,,,,,,,
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,Gold,Yes,,,,,,,,,,,,,,
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,Yes,,,,,,,,,,,,,,
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Yes,,,,,,,,,,,,,,
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Silver,Yes,,,,,,,,,,,,,,
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,Yes,,,,,,,,,,,,,,
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,Yes,,,,,,,,,,,,,,
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal,No,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver,Yes,,,,,,,,,,,,,,
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Helen (-sjursen),F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,Yes,,,,,,,,,,,,,,
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Anita (-zetts),F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze,No,,,,,,,,,,,,,,
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver,Yes,,,,,,,,,,,,,,
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,Yes,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,Yes,,,,,,,,,,,,,,
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,Yes,,,,,,,,,,,,,,
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Team All-Around,No medal,Yes,,,,,,,,,,,,,,
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,No medal,Yes,,,,,,,,,,,,,,
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Team All-Around,No medal,Yes,,,,,,,,,,,,,,
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,No medal,Yes,,,,,,,,,,,,,,
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Horse Vault,No medal,Yes,,,,,,,,,,,,,,
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,No medal,Yes,,,,,,,,,,,,,,
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Balance Beam,No medal,Yes,,,,,,,,,,,,,,
Mary Wright,F,United States,USA,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,No medal,No,,,,,,,,,,,,,,
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,No medal,No,,,,,,,,,,,,,,
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze,No,,,,,,,,,,,,,,
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,No medal,No,,,,,,,,,,,,,,
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,No medal,No,,,,,,,,,,,,,,
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,No medal,No,,,,,,,,,,,,,,
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,No medal,No,,,,,,,,,,,,,,
