Year,NOC,Sex,Total,Gold,Silver,Bronze,No medal
1992,ESP,M,0,0,0,0,0
1992,EST,M,0,0,0,0,0
1992,EUN,F,1,0,0,1,0
1992,EUN,M,3,2,0,1,0
1992,FIJ,F,0,0,0,0,0
1992,FIJ,M,0,0,0,0,0
1992,FIN,F,0,0,0,0,0
1992,FIN,M,0,0,0,0,0
1992,FRA,F,4,2,0,2,0
1992,FRA,M,3,0,1,2,0
1992,GAB,F,0,0,0,0,0
1992,GAB,M,0,0,0,0,0
1992,GBR,F,3,0,1,2,0
1992,GBR,M,1,0,1,0,0
1992,GER,F,0,0,0,0,0
1992,GER,M,2,0,0,2,0
1992,GRE,F,0,0,0,0,0
1992,GRE,M,0,0,0,0,0
1992,GUI,M,0,0,0,0,0
1992,GUM,F,0,0,0,0,0
1992,GUM,M,0,0,0,0,0
1992,HAI,M,0,0,0,0,0
1992,HKG,F,0,0,0,0,0
1992,HKG,M,0,0,0,0,0
1992,HUN,F,0,0,0,0,0
1992,HUN,M,4,1,2,1,0
1992,INA,F,0,0,0,0,0
1992,INA,M,0,0,0,0,0
1992,IND,F,0,0,0,0,0
1992,IND,M,0,0,0,0,0
1992,IOA,F,0,0,0,0,0
1992,IOA,M,0,0,0,0,0
1992,IRL,M,0,0,0,0,0
1992,ISL,M,0,0,0,0,0
1992,ISR,F,1,0,1,0,0
1992,ISR,M,1,0,0,1,0
1992,ITA,F,1,0,1,0,0
1992,ITA,M,0,0,0,0,0
1992,JPN,F,5,0,3,2,0
1992,JPN,M,5,2,1,2,0
1992,KEN,M,0,0,0,0,0
1992,KOR,F,1,1,0,0,0
1992,KOR,M,3,0,1,2,0
1992,KUW,M,0,0,0,0,0
1992,LAT,M,0,0,0,0,0
1992,LBA,M,0,0,0,0,0
1992,LIB,M,0,0,0,0,0
1992,LIE,F,0,0,0,0,0
1992,LIE,M,0,0,0,0,0
1992,LTU,M,0,0,0,0,0
1992,LUX,M,0,0,0,0,0
1992,MAD,M,0,0,0,0,0
1992,MEX,M,0,0,0,0,0
1992,MGL,F,0,0,0,0,0
1992,MGL,M,0,0,0,0,0
1992,MLI,M,0,0,0,0,0
1992,MLT,F,0,0,0,0,0
1992,MLT,M,0,0,0,0,0
1992,MYA,F,0,0,0,0,0
1992,NED,F,1,0,0,1,0
1992,NED,M,1,0,0,1,0
1992,NGR,M,0,0,0,0,0
1992,NOR,M,0,0,0,0,0
1992,NZL,F,0,0,0,0,0
1992,NZL,M,0,0,0,0,0
1992,PAR,M,0,0,0,0,0
1992,PHI,M,0,0,0,0,0
1992,POL,F,0,0,0,0,0
1992,POL,M,1,1,0,0,0
1992,POR,F,0,0,0,0,0
1992,POR,M,0,0,0,0,0
1992,PRK,F,0,0,0,0,0
1992,PRK,M,0,0,0,0,0
1992,PUR,F,0,0,0,0,0
1992,PUR,M,0,0,0,0,0
1992,ROU,F,0,0,0,0,0
1992,ROU,M,0,0,0,0,0
1992,SEN,M,0,0,0,0,0
1992,SGP,M,0,0,0,0,0
1992,SLO,M,0,0,0,0,0
1992,SMR,M,0,0,0,0,0
1992,SUD,M,0,0,0,0,0
1992,SUI,F,0,0,0,0,0
1992,SUI,M,0,0,0,0,0
1992,SWE,F,0,0,0,0,0
1992,SWE,M,0,0,0,0,0
1992,TCH,F,0,0,0,0,0
1992,TCH,M,0,0,0,0,0
1992,THA,F,0,0,0,0,0
1992,TPE,F,0,0,0,0,0
1992,TUN,M,0,0,0,0,0
1992,TUR,F,1,0,0,1,0
1992,TUR,M,0,0,0,0,0
1992,URU,M,0,0,0,0,0
1992,USA,F,0,0,0,0,0
1992,USA,M,1,0,1,0,0
1992,VEN,F,0,0,0,0,0
1992,VEN,M,0,0,0,0,0
1992,YEM,M,0,0,0,0,0
1992,ZAM,M,0,0,0,0,0
1992,ZIM,F,0,0,0,0,0
1992,ZIM,M,0,0,0,0,0
1996,AHO,M,0,0,0,0,0
1996,ALG,F,0,0,0,0,0
1996,ALG,M,0,0,0,0,0
1996,AND,M,0,0,0,0,0
1996,ARG,F,0,0,0,0,0
1996,ARG,M,0,0,0,0,0
1996,ARM,M,0,0,0,0,0
1996,AUS,F,0,0,0,0,0
1996,AUS,M,0,0,0,0,0
1996,AUT,F,0,0,0,0,0
1996,AUT,M,0,0,0,0,0
1996,AZE,F,0,0,0,0,0
1996,AZE,M,0,0,0,0,0
1996,BAR,M,0,0,0,0,0
1996,BEL,F,3,1,1,1,0
1996,BEL,M,1,0,0,1,0
1996,BIH,M,0,0,0,0,0
1996,BLR,F,0,0,0,0,0
1996,BLR,M,0,0,0,0,0
1996,BRA,F,0,0,0,0,0
1996,BRA,M,2,0,0,2,0
1996,BUL,M,0,0,0,0,0
1996,CAN,F,0,0,0,0,0
1996,CAN,M,0,0,0,0,0
1996,CGO,M,0,0,0,0,0
1996,CHN,F,2,1,0,1,0
1996,CHN,M,0,0,0,0,0
1996,CIV,F,0,0,0,0,0
1996,CIV,M,0,0,0,0,0
1996,CMR,M,0,0,0,0,0
1996,CRC,M,0,0,0,0,0
1996,CUB,F,5,1,1,3,0
1996,CUB,M,1,0,0,1,0
1996,CZE,F,0,0,0,0,0
1996,CZE,M,0,0,0,0,0
1996,DOM,F,0,0,0,0,0
1996,DOM,M,0,0,0,0,0
1996,EGY,F,0,0,0,0,0
1996,EGY,M,0,0,0,0,0
1996,ESA,M,0,0,0,0,0
1996,ESP,F,2,0,0,2,0
1996,ESP,M,1,0,1,0,0
1996,EST,M,0,0,0,0,0
1996,FIJ,M,0,0,0,0,0
1996,FIN,M,0,0,0,0,0
1996,FRA,F,2,1,0,1,0
1996,FRA,M,4,2,0,2,0
1996,GAB,F,0,0,0,0,0
1996,GBR,F,0,0,0,0,0
1996,GBR,M,0,0,0,0,0
1996,GEO,M,1,0,0,1,0
1996,GER,F,1,0,0,1,0
1996,GER,M,4,1,0,3,0
1996,GRE,M,0,0,0,0,0
1996,GUA,M,0,0,0,0,0
1996,HAI,M,0,0,0,0,0
1996,HKG,F,0,0,0,0,0
1996,HON,F,0,0,0,0,0
1996,HON,M,0,0,0,0,0
1996,HUN,F,0,0,0,0,0
1996,HUN,M,0,0,0,0,0
1996,INA,M,0,0,0,0,0
1996,IND,F,0,0,0,0,0
1996,IND,M,0,0,0,0,0
1996,IRI,M,0,0,0,0,0
1996,IRL,M,0,0,0,0,0
1996,ISL,M,0,0,0,0,0
1996,ISR,F,0,0,0,0,0
1996,ISR,M,0,0,0,0,0
1996,ITA,F,1,0,0,1,0
1996,ITA,M,1,0,1,0,0
1996,JPN,F,4,1,2,1,0
1996,JPN,M,4,2,2,0,0
1996,KAZ,F,0,0,0,0,0
1996,KAZ,M,0,0,0,0,0
1996,KGZ,F,0,0,0,0,0
1996,KGZ,M,0,0,0,0,0
1996,KOR,F,4,1,2,1,0
1996,KOR,M,4,1,2,1,0
1996,KUW,M,0,0,0,0,0
1996,LIE,F,0,0,0,0,0
1996,LTU,M,0,0,0,0,0
1996,LUX,M,0,0,0,0,0
1996,MAR,M,0,0,0,0,0
1996,MDA,M,0,0,0,0,0
1996,MEX,M,0,0,0,0,0
1996,MGL,M,1,0,0,1,0
1996,MLT,F,0,0,0,0,0
1996,MON,M,0,0,0,0,0
1996,MRI,F,0,0,0,0,0
1996,MRI,M,0,0,0,0,0
1996,NCA,M,0,0,0,0,0
1996,NED,F,2,0,0,2,0
1996,NED,M,1,0,0,1,0
1996,NGR,M,0,0,0,0,0
1996,NZL,M,0,0,0,0,0
1996,PAR,M,0,0,0,0,0
1996,POL,F,1,0,1,0,0
1996,POL,M,1,1,0,0,0
1996,POR,F,0,0,0,0,0
1996,POR,M,0,0,0,0,0
1996,PRK,F,1,1,0,0,0
1996,PUR,M,0,0,0,0,0
1996,ROU,F,0,0,0,0,0
1996,ROU,M,0,0,0,0,0
1996,RSA,M,0,0,0,0,0
1996,RUS,F,0,0,0,0,0
1996,RUS,M,0,0,0,0,0
1996,SCG,M,0,0,0,0,0
1996,SEN,M,0,0,0,0,0
1996,SMR,M,0,0,0,0,0
1996,SUI,F,0,0,0,0,0
1996,SVK,M,0,0,0,0,0
1996,SWE,F,0,0,0,0,0
1996,THA,M,0,0,0,0,0
1996,TJK,M,0,0,0,0,0
1996,TKM,F,0,0,0,0,0
1996,TPE,F,0,0,0,0,0
1996,TPE,M,0,0,0,0,0
1996,TUN,F,0,0,0,0,0
1996,TUN,M,0,0,0,0,0
1996,TUR,F,0,0,0,0,0
1996,TUR,M,0,0,0,0,0
1996,UKR,F,0,0,0,0,0
1996,UKR,M,0,0,0,0,0
1996,URU,M,0,0,0,0,0
1996,USA,F,0,0,0,0,0
1996,USA,M,1,0,0,1,0
1996,UZB,M,1,0,1,0,0
1996,VEN,F,0,0,0,0,0
1996,VIE,F,0,0,0,0,0
2000,ALG,F,0,0,0,0,0
2000,ALG,M,0,0,0,0,0
2000,ARG,F,0,0,0,0,0
2000,ARG,M,0,0,0,0,0
2000,ARM,M,0,0,0,0,0
2000,ARU,M,0,0,0,0,0
2000,AUS,F,1,0,0,1,0
2000,AUS,M,0,0,0,0,0
2000,AUT,M,0,0,0,0,0
2000,AZE,F,0,0,0,0,0
2000,AZE,M,0,0,0,0,0
2000,BAR,M,0,0,0,0,0
2000,BEL,F,2,0,0,2,0
2000,BEL,M,0,0,0,0,0
2000,BIH,F,0,0,0,0,0
2000,BLR,M,1,0,0,1,0
2000,BRA,F,0,0,0,0,0
2000,BRA,M,2,0,2,0,0
2000,BUL,F,0,0,0,0,0
2000,BUL,M,0,0,0,0,0
2000,BUR,M,0,0,0,0,0
2000,CAN,F,0,0,0,0,0
2000,CAN,M,1,0,1,0,0
2000,CGO,M,0,0,0,0,0
2000,CHI,M,0,0,0,0,0
2000,CHN,F,4,2,1,1,0
2000,CHN,M,0,0,0,0,0
2000,CIV,F,0,0,0,0,0
2000,CMR,F,0,0,0,0,0
2000,CMR,M,0,0,0,0,0
2000,CUB,F,4,2,2,0,0
2000,CUB,M,1,0,0,1,0
2000,CZE,F,0,0,0,0,0
2000,CZE,M,0,0,0,0,0
2000,DOM,F,0,0,0,0,0
2000,DOM,M,0,0,0,0,0
2000,ECU,F,0,0,0,0,0
2000,ECU,M,0,0,0,0,0
2000,EGY,F,0,0,0,0,0
2000,EGY,M,0,0,0,0,0
2000,ESA,M,0,0,0,0,0
2000,ESP,F,1,1,0,0,0
2000,ESP,M,0,0,0,0,0
2000,EST,M,2,0,0,2,0
2000,FIJ,F,0,0,0,0,0
2000,FIJ,M,0,0,0,0,0
2000,FIN,F,0,0,0,0,0
2000,FRA,F,2,1,1,0,0
2000,FRA,M,4,1,1,2,0
2000,GAB,F,0,0,0,0,0
2000,GAB,M,0,0,0,0,0
2000,GBR,F,1,0,1,0,0
2000,GBR,M,0,0,0,0,0
2000,GEO,M,1,0,0,1,0
2000,GER,F,1,0,0,1,0
2000,GER,M,0,0,0,0,0
2000,GUA,M,0,0,0,0,0
2000,GUI,F,0,0,0,0,0
2000,HAI,M,0,0,0,0,0
2000,HUN,F,0,0,0,0,0
2000,HUN,M,0,0,0,0,0
2000,INA,F,0,0,0,0,0
2000,INA,M,0,0,0,0,0
2000,IND,F,0,0,0,0,0
2000,IRI,M,0,0,0,0,0
2000,ISR,F,0,0,0,0,0
2000,ISR,M,0,0,0,0,0
2000,ITA,F,2,0,0,2,0
2000,ITA,M,2,1,0,1,0
2000,JPN,F,4,1,1,2,0
2000,JPN,M,4,3,1,0,0
2000,KAZ,F,0,0,0,0,0
2000,KAZ,M,0,0,0,0,0
2000,KGZ,F,0,0,0,0,0
2000,KGZ,M,1,0,0,1,0
2000,KOR,F,3,0,0,3,0
2000,KOR,M,2,0,2,0,0
2000,LAT,M,1,0,0,1,0
2000,LBA,M,0,0,0,0,0
2000,LIE,F,0,0,0,0,0
2000,LTU,M,0,0,0,0,0
2000,MAD,F,0,0,0,0,0
2000,MAR,M,0,0,0,0,0
2000,MDA,F,0,0,0,0,0
2000,MDA,M,0,0,0,0,0
2000,MEX,F,0,0,0,0,0
2000,MGL,F,0,0,0,0,0
2000,MGL,M,0,0,0,0,0
2000,MLI,M,0,0,0,0,0
2000,MLT,F,0,0,0,0,0
2000,MON,M,0,0,0,0,0
2000,MRI,M,0,0,0,0,0
2000,NED,F,0,0,0,0,0
2000,NED,M,1,1,0,0,0
2000,NGR,F,0,0,0,0,0
2000,NGR,M,0,0,0,0,0
2000,NZL,F,0,0,0,0,0
2000,NZL,M,0,0,0,0,0
2000,PAN,F,0,0,0,0,0
2000,PER,M,0,0,0,0,0
2000,POL,F,0,0,0,0,0
2000,POL,M,0,0,0,0,0
2000,POR,F,0,0,0,0,0
2000,POR,M,1,0,0,1,0
2000,PRK,F,1,0,0,1,0
2000,PRK,M,0,0,0,0,0
2000,PUR,M,0,0,0,0,0
2000,ROU,F,1,0,0,1,0
2000,ROU,M,0,0,0,0,0
2000,RSA,F,0,0,0,0,0
2000,RUS,F,1,0,1,0,0
2000,RUS,M,2,0,0,2,0
2000,SAM,M,0,0,0,0,0
2000,SCG,F,0,0,0,0,0
2000,SEN,F,0,0,0,0,0
2000,SEY,M,0,0,0,0,0
2000,SUI,F,0,0,0,0,0
2000,SUI,M,0,0,0,0,0
2000,SVK,M,0,0,0,0,0
2000,SWE,F,0,0,0,0,0
2000,SWE,M,0,0,0,0,0
2000,TKM,F,0,0,0,0,0
2000,TOG,M,0,0,0,0,0
2000,TPE,F,0,0,0,0,0
2000,TPE,M,0,0,0,0,0
2000,TUN,F,0,0,0,0,0
2000,TUN,M,0,0,0,0,0
2000,TUR,F,0,0,0,0,0
2000,TUR,M,1,1,0,0,0
2000,UKR,F,0,0,0,0,0
2000,UKR,M,1,0,0,1,0
2000,URU,M,0,0,0,0,0
2000,USA,F,0,0,0,0,0
2000,USA,M,0,0,0,0,0
2000,UZB,M,0,0,0,0,0
2000,VEN,F,0,0,0,0,0
2000,VEN,M,0,0,0,0,0
2004,AFG,F,0,0,0,0,0
2004,ALG,F,0,0,0,0,0
2004,ALG,M,0,0,0,0,0
2004,AND,M,0,0,0,0,0
2004,ANG,F,0,0,0,0,0
2004,ARG,F,0,0,0,0,0
2004,ARG,M,0,0,0,0,0
2004,ARM,M,0,0,0,0,0
2004,AUS,F,0,0,0,0,0
2004,AUS,M,0,0,0,0,0
2004,AUT,F,1,0,1,0,0
2004,AUT,M,0,0,0,0,0
2004,AZE,M,0,0,0,0,0
2004,BAR,M,0,0,0,0,0
2004,BEL,F,1,0,0,1,0
2004,BIH,M,0,0,0,0,0
2004,BLR,F,0,0,0,0,0
2004,BLR,M,1,1,0,0,0
2004,BOL,M,0,0,0,0,0
2004,BRA,F,0,0,0,0,0
2004,BRA,M,2,0,0,2,0
2004,BUL,F,0,0,0,0,0
2004,BUL,M,1,0,0,1,0
2004,BUR,F,0,0,0,0,0
2004,CAF,F,0,0,0,0,0
2004,CAN,F,0,0,0,0,0
2004,CAN,M,0,0,0,0,0
2004,CGO,F,0,0,0,0,0
2004,CHI,M,0,0,0,0,0
2004,CHN,F,5,1,1,3,0
2004,CHN,M,0,0,0,0,0
2004,CMR,M,0,0,0,0,0
2004,COL,F,0,0,0,0,0
2004,COL,M,0,0,0,0,0
2004,CRC,M,0,0,0,0,0
2004,CUB,F,5,0,1,4,0
2004,CUB,M,1,0,0,1,0
2004,CYP,M,0,0,0,0,0
2004,CZE,F,0,0,0,0,0
2004,DOM,M,0,0,0,0,0
2004,ECU,F,0,0,0,0,0
2004,EGY,F,0,0,0,0,0
2004,EGY,M,0,0,0,0,0
2004,ESP,F,0,0,0,0,0
2004,ESP,M,0,0,0,0,0
2004,EST,M,1,0,0,1,0
2004,FIJ,F,0,0,0,0,0
2004,FIN,M,0,0,0,0,0
2004,FRA,F,1,0,1,0,0
2004,FRA,M,0,0,0,0,0
2004,GAB,F,0,0,0,0,0
2004,GBR,F,0,0,0,0,0
2004,GBR,M,0,0,0,0,0
2004,GEO,M,2,1,1,0,0
2004,GER,F,3,1,0,2,0
2004,GER,M,1,0,0,1,0
2004,GRE,F,0,0,0,0,0
2004,GRE,M,1,1,0,0,0
2004,GUI,F,0,0,0,0,0
2004,HAI,M,0,0,0,0,0
2004,HON,M,0,0,0,0,0
2004,HUN,M,0,0,0,0,0
2004,INA,M,0,0,0,0,0
2004,IND,M,0,0,0,0,0
2004,IRI,M,0,0,0,0,0
2004,IRQ,M,0,0,0,0,0
2004,ISR,F,0,0,0,0,0
2004,ISR,M,1,0,0,1,0
2004,ITA,F,1,0,0,1,0
2004,ITA,M,0,0,0,0,0
2004,JPN,F,6,5,1,0,0
2004,JPN,M,4,3,1,0,0
2004,KAZ,F,0,0,0,0,0
2004,KAZ,M,0,0,0,0,0
2004,KGZ,M,0,0,0,0,0
2004,KOR,F,0,0,0,0,0
2004,KOR,M,3,1,1,1,0
2004,KUW,M,0,0,0,0,0
2004,LAT,M,0,0,0,0,0
2004,LBA,M,0,0,0,0,0
2004,LTU,M,0,0,0,0,0
2004,MAD,F,0,0,0,0,0
2004,MAR,M,0,0,0,0,0
2004,MDA,M,0,0,0,0,0
2004,MEX,F,0,0,0,0,0
2004,MEX,M,0,0,0,0,0
2004,MGL,F,0,0,0,0,0
2004,MGL,M,1,0,0,1,0
2004,MLI,M,0,0,0,0,0
2004,MLT,F,0,0,0,0,0
2004,NED,F,2,0,1,1,0
2004,NED,M,2,0,0,2,0
2004,NGR,F,0,0,0,0,0
2004,NGR,M,0,0,0,0,0
2004,NIG,M,0,0,0,0,0
2004,NZL,F,0,0,0,0,0
2004,POL,F,0,0,0,0,0
2004,POL,M,0,0,0,0,0
2004,POR,F,0,0,0,0,0
2004,POR,M,0,0,0,0,0
2004,PRK,F,1,0,1,0,0
2004,PRK,M,0,0,0,0,0
2004,PUR,F,0,0,0,0,0
2004,PUR,M,0,0,0,0,0
2004,ROU,F,0,0,0,0,0
2004,ROU,M,0,0,0,0,0
2004,RSA,F,0,0,0,0,0
2004,RUS,F,1,0,0,1,0
2004,RUS,M,4,0,2,2,0
2004,SCG,M,0,0,0,0,0
2004,SEN,F,0,0,0,0,0
2004,SEY,M,0,0,0,0,0
2004,SLO,F,1,0,0,1,0
2004,SLO,M,0,0,0,0,0
2004,SUI,F,0,0,0,0,0
2004,SUI,M,0,0,0,0,0
2004,SVK,M,1,0,1,0,0
2004,SWE,F,0,0,0,0,0
2004,SYR,M,0,0,0,0,0
2004,TGA,M,0,0,0,0,0
2004,TKM,F,0,0,0,0,0
2004,TPE,F,0,0,0,0,0
2004,TUN,F,0,0,0,0,0
2004,TUN,M,0,0,0,0,0
2004,TUR,F,0,0,0,0,0
2004,TUR,M,0,0,0,0,0
2004,UKR,F,0,0,0,0,0
2004,UKR,M,1,0,1,0,0
2004,USA,F,0,0,0,0,0
2004,USA,M,1,0,0,1,0
2004,UZB,M,0,0,0,0,0
2004,VEN,F,0,0,0,0,0
2004,VEN,M,0,0,0,0,0
2008,ALB,M,0,0,0,0,0
2008,ALG,F,1,0,0,1,0
2008,ALG,M,1,0,1,0,0
2008,AND,M,0,0,0,0,0
2008,ARG,F,1,0,0,1,0
2008,ARG,M,0,0,0,0,0
2008,ARM,M,0,0,0,0,0
2008,ARU,M,0,0,0,0,0
2008,ASA,F,0,0,0,0,0
2008,AUS,F,0,0,0,0,0
2008,AUS,M,0,0,0,0,0
2008,AUT,F,0,0,0,0,0
2008,AUT,M,1,0,1,0,0
2008,AZE,F,0,0,0,0,0
2008,AZE,M,2,1,0,1,0
2008,BEL,F,0,0,0,0,0
2008,BEL,M,0,0,0,0,0
2008,BIH,M,0,0,0,0,0
2008,BLR,M,0,0,0,0,0
2008,BRA,F,1,0,0,1,0
2008,BRA,M,2,0,0,2,0
2008,BUR,F,0,0,0,0,0
2008,CAN,F,0,0,0,0,0
2008,CAN,M,0,0,0,0,0
2008,CHI,M,0,0,0,0,0
2008,CHN,F,4,3,0,1,0
2008,CHN,M,0,0,0,0,0
2008,CMR,M,0,0,0,0,0
2008,COD,M,0,0,0,0,0
2008,COL,F,0,0,0,0,0
2008,COL,M,0,0,0,0,0
2008,CUB,F,4,0,3,1,0
2008,CUB,M,2,0,0,2,0
2008,CZE,M,0,0,0,0,0
2008,DOM,F,0,0,0,0,0
2008,DOM,M,0,0,0,0,0
2008,ECU,F,0,0,0,0,0
2008,ECU,M,0,0,0,0,0
2008,EGY,F,0,0,0,0,0
2008,EGY,M,1,0,0,1,0
2008,ESA,M,0,0,0,0,0
2008,ESP,F,0,0,0,0,0
2008,ESP,M,0,0,0,0,0
2008,EST,M,0,0,0,0,0
2008,FIJ,F,0,0,0,0,0
2008,FIN,F,0,0,0,0,0
2008,FRA,F,2,0,1,1,0
2008,FRA,M,2,0,1,1,0
2008,GAB,F,0,0,0,0,0
2008,GBR,F,0,0,0,0,0
2008,GBR,M,0,0,0,0,0
2008,GEO,M,1,1,0,0,0
2008,GEQ,M,0,0,0,0,0
2008,GER,F,0,0,0,0,0
2008,GER,M,1,1,0,0,0
2008,GRE,M,0,0,0,0,0
2008,GUM,M,0,0,0,0,0
2008,HAI,F,0,0,0,0,0
2008,HAI,M,0,0,0,0,0
2008,HUN,F,0,0,0,0,0
2008,HUN,M,0,0,0,0,0
2008,IND,F,0,0,0,0,0
2008,IRI,M,0,0,0,0,0
2008,ISL,M,0,0,0,0,0
2008,ISR,F,0,0,0,0,0
2008,ISR,M,0,0,0,0,0
2008,ITA,F,1,1,0,0,0
2008,ITA,M,0,0,0,0,0
2008,JPN,F,5,2,1,2,0
2008,JPN,M,2,2,0,0,0
2008,KAZ,F,0,0,0,0,0
2008,KAZ,M,1,0,1,0,0
2008,KGZ,F,0,0,0,0,0
2008,KGZ,M,0,0,0,0,0
2008,KOR,F,1,0,0,1,0
2008,KOR,M,3,1,2,0,0
2008,KUW,M,0,0,0,0,0
2008,LAT,M,0,0,0,0,0
2008,LBA,M,0,0,0,0,0
2008,LIB,M,0,0,0,0,0
2008,LTU,M,0,0,0,0,0
2008,LUX,F,0,0,0,0,0
2008,MAD,M,0,0,0,0,0
2008,MAR,M,0,0,0,0,0
2008,MDA,M,0,0,0,0,0
2008,MEX,F,0,0,0,0,0
2008,MEX,M,0,0,0,0,0
2008,MGL,F,0,0,0,0,0
2008,MGL,M,1,1,0,0,0
2008,MLT,F,0,0,0,0,0
2008,MNE,M,0,0,0,0,0
2008,MON,M,0,0,0,0,0
2008,MOZ,M,0,0,0,0,0
2008,NED,F,3,0,1,2,0
2008,NED,M,2,0,0,2,0
2008,NEP,F,0,0,0,0,0
2008,NGR,F,0,0,0,0,0
2008,PER,M,0,0,0,0,0
2008,POL,F,0,0,0,0,0
2008,POL,M,0,0,0,0,0
2008,POR,F,0,0,0,0,0
2008,POR,M,0,0,0,0,0
2008,PRK,F,2,0,1,1,0
2008,PRK,M,1,0,0,1,0
2008,PUR,M,0,0,0,0,0
2008,ROU,F,1,1,0,0,0
2008,ROU,M,0,0,0,0,0
2008,RSA,M,0,0,0,0,0
2008,RUS,F,0,0,0,0,0
2008,RUS,M,0,0,0,0,0
2008,SEN,F,0,0,0,0,0
2008,SEN,M,0,0,0,0,0
2008,SLO,F,1,0,0,1,0
2008,SLO,M,0,0,0,0,0
2008,SUI,M,1,0,0,1,0
2008,SVK,M,0,0,0,0,0
2008,TJK,M,1,0,0,1,0
2008,TKM,F,0,0,0,0,0
2008,TKM,M,0,0,0,0,0
2008,TOG,M,0,0,0,0,0
2008,TPE,F,0,0,0,0,0
2008,TUN,F,0,0,0,0,0
2008,TUN,M,0,0,0,0,0
2008,TUR,M,0,0,0,0,0
2008,UAE,M,0,0,0,0,0
2008,UKR,F,0,0,0,0,0
2008,UKR,M,1,0,0,1,0
2008,USA,F,1,0,0,1,0
2008,USA,M,0,0,0,0,0
2008,UZB,F,0,0,0,0,0
2008,UZB,M,2,0,1,1,0
2008,VEN,F,0,0,0,0,0
2008,VEN,M,0,0,0,0,0
2008,YEM,M,0,0,0,0,0
2012,AFG,M,0,0,0,0,0
2012,ALB,F,0,0,0,0,0
2012,ALG,F,0,0,0,0,0
2012,AND,M,0,0,0,0,0
2012,ANG,F,0,0,0,0,0
2012,ARG,F,0,0,0,0,0
2012,ARG,M,0,0,0,0,0
2012,ARM,M,0,0,0,0,0
2012,ARU,M,0,0,0,0,0
2012,ASA,M,0,0,0,0,0
2012,AUS,F,0,0,0,0,0
2012,AUS,M,0,0,0,0,0
2012,AUT,F,0,0,0,0,0
2012,AUT,M,0,0,0,0,0
2012,AZE,F,0,0,0,0,0
2012,AZE,M,0,0,0,0,0
2012,BAR,M,0,0,0,0,0
2012,BDI,F,0,0,0,0,0
2012,BEL,F,1,0,0,1,0
2012,BEL,M,0,0,0,0,0
2012,BEN,M,0,0,0,0,0
2012,BIH,M,0,0,0,0,0
2012,BIZ,M,0,0,0,0,0
2012,BLR,M,0,0,0,0,0
2012,BRA,F,2,1,0,1,0
2012,BRA,M,2,0,0,2,0
2012,BUL,M,0,0,0,0,0
2012,BUR,F,0,0,0,0,0
2012,CAM,M,0,0,0,0,0
2012,CAN,F,0,0,0,0,0
2012,CAN,M,1,0,0,1,0
2012,CHA,F,0,0,0,0,0
2012,CHI,M,0,0,0,0,0
2012,CHN,F,2,0,1,1,0
2012,CHN,M,0,0,0,0,0
2012,CIV,M,0,0,0,0,0
2012,CMR,M,0,0,0,0,0
2012,COD,M,0,0,0,0,0
2012,COL,F,1,0,0,1,0
2012,CPV,F,0,0,0,0,0
2012,CRC,M,0,0,0,0,0
2012,CRO,F,0,0,0,0,0
2012,CRO,M,0,0,0,0,0
2012,CUB,F,2,1,1,0,0
2012,CUB,M,1,0,1,0,0
2012,CZE,M,0,0,0,0,0
2012,DOM,F,0,0,0,0,0
2012,ECU,F,0,0,0,0,0
2012,EGY,M,0,0,0,0,0
2012,ESA,M,0,0,0,0,0
2012,ESP,F,0,0,0,0,0
2012,ESP,M,0,0,0,0,0
2012,EST,M,0,0,0,0,0
2012,FIJ,M,0,0,0,0,0
2012,FIN,F,0,0,0,0,0
2012,FIN,M,0,0,0,0,0
2012,FRA,F,5,1,0,4,0
2012,FRA,M,2,1,0,1,0
2012,GAB,F,0,0,0,0,0
2012,GBR,F,2,0,1,1,0
2012,GBR,M,0,0,0,0,0
2012,GEO,M,1,1,0,0,0
2012,GER,F,1,0,1,0,0
2012,GER,M,3,0,1,2,0
2012,GHA,M,0,0,0,0,0
2012,GRE,F,0,0,0,0,0
2012,GRE,M,1,0,0,1,0
2012,GUA,M,0,0,0,0,0
2012,GUI,M,0,0,0,0,0
2012,GUM,M,0,0,0,0,0
2012,GUY,M,0,0,0,0,0
2012,HAI,F,0,0,0,0,0
2012,HKG,M,0,0,0,0,0
2012,HON,M,0,0,0,0,0
2012,HUN,F,1,0,0,1,0
2012,HUN,M,1,0,1,0,0
2012,INA,M,0,0,0,0,0
2012,IND,F,0,0,0,0,0
2012,IOA,M,0,0,0,0,0
2012,IRL,F,0,0,0,0,0
2012,ISL,M,0,0,0,0,0
2012,ISR,F,0,0,0,0,0
2012,ISR,M,0,0,0,0,0
2012,ITA,F,1,0,0,1,0
2012,ITA,M,0,0,0,0,0
2012,JPN,F,3,1,1,1,0
2012,JPN,M,4,0,2,2,0
2012,KAZ,F,0,0,0,0,0
2012,KAZ,M,0,0,0,0,0
2012,KGZ,M,0,0,0,0,0
2012,KOR,F,0,0,0,0,0
2012,KOR,M,3,2,0,1,0
2012,KSA,F,0,0,0,0,0
2012,KSA,M,0,0,0,0,0
2012,LAT,M,0,0,0,0,0
2012,LBA,M,0,0,0,0,0
2012,LIB,F,0,0,0,0,0
2012,LTU,M,0,0,0,0,0
2012,LUX,F,0,0,0,0,0
2012,MAD,M,0,0,0,0,0
2012,MAR,F,0,0,0,0,0
