,Year,NOC,Num_Athletes,Female_Ratio,Num_Sports,Num_Events,Rank,Gold,Silver,Bronze,Total,Total_Events,Total_Discipline,Total_Sports,Is_Host
1553,1992,San Marino,17,0.95,7,15,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1554,1992,Saudi Arabia,9,1.0,5,13,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1555,1992,Senegal,20,0.92,4,20,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1556,1992,Seychelles,11,0.8571428571428571,4,18,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1557,1992,Sierra Leone,11,0.6666666666666666,1,12,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1558,1992,Singapore,14,0.6216216216216216,6,26,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1559,1992,Slovenia,35,0.851063829787234,12,34,52.0,0.0,0.0,2.0,2.0,257,34,25,0
1560,1992,Solomon Islands,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1561,1992,South Africa,93,0.6808510638297872,19,87,41.0,0.0,2.0,0.0,2.0,257,34,25,0
1562,1992,South Korea,225,0.7080745341614907,24,134,7.0,12.0,5.0,12.0,29.0,257,34,25,0
1563,1992,Spain,412,0.6703910614525139,29,195,6.0,13.0,7.0,2.0,22.0,257,34,25,1
1564,1992,Sri Lanka,11,0.5,5,16,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1565,1992,Sudan,6,1.0,3,7,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1566,1992,Suriname,6,0.7777777777777778,3,7,54.0,0.0,0.0,1.0,1.0,257,34,25,0
1567,1992,Sweden,186,0.7301587301587301,22,121,27.0,1.0,7.0,4.0,12.0,257,34,25,0
1568,1992,Switzerland,102,0.7485380116959064,17,80,37.0,1.0,0.0,0.0,1.0,257,34,25,0
1569,1992,Syria,8,0.8888888888888888,4,9,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1570,1992,Tanzania,9,1.0,2,7,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1571,1992,Thailand,46,0.453125,9,47,54.0,0.0,0.0,1.0,1.0,257,34,25,0
1572,1992,Togo,6,1.0,2,5,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1573,1992,Tonga,5,1.0,2,5,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1574,1992,Trinidad and Tobago,7,1.0,2,7,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1575,1992,Tunisia,13,0.7333333333333333,7,13,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1576,1992,Turkey,41,0.8518518518518519,10,43,23.0,2.0,2.0,2.0,6.0,257,34,25,0
1577,1992,Uganda,8,0.7777777777777778,3,9,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1578,1992,United Arab Emirates,13,1.0,3,19,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1579,1992,United States,540,0.6185286103542235,28,248,2.0,37.0,34.0,37.0,108.0,257,34,25,0
1580,1992,Uruguay,16,1.0,11,15,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1581,1992,Vanuatu,6,0.625,1,8,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1582,1992,Venezuela,26,0.8518518518518519,8,16,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1583,1992,Vietnam,7,0.2,3,10,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1584,1992,Virgin Islands,25,0.7647058823529411,7,29,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1585,1992,Yemen,8,1.0,2,8,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1586,1992,Zambia,9,0.7272727272727273,3,11,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1587,1992,Zimbabwe,19,0.5714285714285714,6,22,0.0,0.0,0.0,0.0,0.0,257,34,25,0
1588,1996,AHO,6,1.0,5,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1589,1996,Afghanistan,2,1.0,1,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1590,1996,Albania,7,0.3333333333333333,5,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1591,1996,Algeria,45,0.8723404255319149,9,29,34.0,2.0,0.0,1.0,3.0,271,37,25,0
1592,1996,American Samoa,7,0.8571428571428571,5,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1593,1996,Andorra,8,0.75,5,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1594,1996,Angola,28,0.43333333333333335,5,8,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1595,1996,Antigua and Barbuda,13,0.42105263157894735,4,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1596,1996,Argentina,179,0.6877828054298643,20,102,54.0,0.0,2.0,1.0,3.0,271,37,25,0
1597,1996,Armenia,32,0.9473684210526315,11,36,45.0,1.0,1.0,0.0,2.0,271,37,25,0
1598,1996,Aruba,3,1.0,3,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1599,1996,Australia,417,0.5581818181818182,26,211,7.0,9.0,9.0,23.0,41.0,271,37,25,0
1600,1996,Austria,72,0.7717391304347826,15,53,57.0,0.0,1.0,2.0,3.0,271,37,25,0
1601,1996,Azerbaijan,23,0.8333333333333334,9,23,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1602,1996,Bahamas,26,0.6388888888888888,4,17,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1603,1996,Bahrain,5,1.0,2,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1604,1996,Bangladesh,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1605,1996,Barbados,13,0.8636363636363636,7,21,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1606,1996,Belarus,157,0.5598455598455598,19,115,37.0,1.0,6.0,8.0,15.0,271,37,25,0
1607,1996,Belgium,61,0.654320987654321,14,55,31.0,2.0,2.0,2.0,6.0,271,37,25,0
1608,1996,Belize,5,0.4,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1609,1996,Benin,5,0.8571428571428571,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1610,1996,Bermuda,9,0.8,4,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1611,1996,Bhutan,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1612,1996,Bolivia,8,0.7777777777777778,5,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1613,1996,Bosnia and Herzegovina,9,0.8333333333333334,7,12,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1614,1996,Botswana,7,1.0,2,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1615,1996,Brazil,220,0.7250996015936255,18,93,25.0,3.0,3.0,9.0,15.0,271,37,25,0
1616,1996,British Virgin Islands,7,1.0,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1617,1996,Brunei,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1618,1996,Bulgaria,108,0.7071823204419889,17,89,22.0,3.0,7.0,5.0,15.0,271,37,25,0
1619,1996,Burkina Faso,5,0.6,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1620,1996,Burundi,7,0.8571428571428571,1,6,49.0,1.0,0.0,0.0,1.0,271,37,25,0
1621,1996,Cambodia,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1622,1996,Cameroon,15,0.6842105263157895,5,13,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1623,1996,Canada,303,0.5049019607843137,25,189,21.0,3.0,11.0,8.0,22.0,271,37,25,0
1624,1996,Cape Verde,3,0.6666666666666666,1,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1625,1996,Cayman Islands,9,0.8888888888888888,3,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1626,1996,Central African Republic,5,0.6,1,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1627,1996,Chad,4,0.75,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1628,1996,Chile,21,0.75,10,18,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1629,1996,China,289,0.408675799086758,25,155,4.0,16.0,22.0,12.0,50.0,271,37,25,0
1630,1996,Chinese Taipei,74,0.38317757009345793,14,63,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1631,1996,Colombia,48,0.7580645161290323,9,44,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1632,1996,Comoros,4,0.75,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1633,1996,Congo,19,0.2631578947368421,4,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1634,1996,Cook Islands,3,0.6666666666666666,3,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1635,1996,Costa Rica,11,0.46153846153846156,6,13,49.0,1.0,0.0,0.0,1.0,271,37,25,0
1636,1996,Croatia,84,0.8632478632478633,14,57,45.0,1.0,1.0,0.0,2.0,271,37,25,0
1637,1996,Cuba,164,0.6629213483146067,15,84,8.0,9.0,8.0,8.0,25.0,271,37,25,0
1638,1996,Cyprus,17,0.8333333333333334,5,16,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1639,1996,Czech Republic,115,0.5976331360946746,17,110,17.0,4.0,3.0,4.0,11.0,271,37,25,0
1640,1996,Denmark,119,0.4482758620689655,14,66,19.0,4.0,1.0,1.0,6.0,271,37,25,0
1641,1996,Djibouti,5,1.0,2,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1642,1996,Dominica,6,0.6666666666666666,2,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1643,1996,Dominican Republic,16,0.75,7,16,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1644,1996,Ecuador,19,0.9285714285714286,7,18,49.0,1.0,0.0,0.0,1.0,271,37,25,0
1645,1996,Egypt,29,0.8787878787878788,8,17,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1646,1996,El Salvador,8,0.7,5,10,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1647,1996,Equatorial Guinea,5,0.875,1,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1648,1996,Estonia,43,0.7692307692307693,13,36,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1649,1996,Eswatini,6,0.8333333333333334,3,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1650,1996,Ethiopia,18,0.5263157894736842,2,10,34.0,2.0,0.0,1.0,3.0,271,37,25,0
1651,1996,Fiji,17,0.8571428571428571,5,14,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1652,1996,Finland,76,0.5714285714285714,15,74,40.0,1.0,2.0,1.0,4.0,271,37,25,0
1653,1996,France,299,0.6247240618101545,25,183,5.0,15.0,7.0,15.0,37.0,271,37,25,0
1654,1996,Gabon,7,0.8888888888888888,3,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1655,1996,Gambia,9,0.9166666666666666,1,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1656,1996,Georgia,34,0.7857142857142857,13,39,68.0,0.0,0.0,2.0,2.0,271,37,25,0
1657,1996,Germany,464,0.6086261980830671,26,234,3.0,20.0,18.0,27.0,65.0,271,37,25,0
1658,1996,Ghana,35,0.95,4,15,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1659,1996,Great Britain,300,0.5933503836317136,22,175,36.0,1.0,8.0,6.0,15.0,271,37,25,0
1660,1996,Greece,121,0.5611111111111111,18,94,16.0,4.0,4.0,0.0,8.0,271,37,25,0
1661,1996,Grenada,5,1.0,1,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1662,1996,Guam,8,0.7777777777777778,4,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1663,1996,Guatemala,26,0.9642857142857143,11,20,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1664,1996,Guinea,5,0.8,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1665,1996,Guinea-Bissau,3,1.0,2,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1666,1996,Guyana,7,0.8888888888888888,2,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1667,1996,Haiti,7,1.0,4,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1668,1996,Honduras,7,0.5714285714285714,4,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1669,1996,Hong Kong,22,0.65625,10,25,49.0,1.0,0.0,0.0,1.0,271,37,25,0
1670,1996,Hungary,212,0.6158730158730159,24,145,12.0,7.0,4.0,10.0,21.0,271,37,25,0
1671,1996,Iceland,9,0.7333333333333333,5,15,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1672,1996,India,49,0.8333333333333334,13,31,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1673,1996,Indonesia,40,0.5333333333333333,11,23,41.0,1.0,1.0,2.0,4.0,271,37,25,0
1674,1996,Iran,18,0.9444444444444444,6,18,43.0,1.0,1.0,1.0,3.0,271,37,25,0
1675,1996,Iraq,3,1.0,3,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1676,1996,Ireland,78,0.7777777777777778,13,70,28.0,3.0,0.0,1.0,4.0,271,37,25,0
1677,1996,Israel,25,0.7368421052631579,10,26,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1678,1996,Italy,340,0.7043478260869566,27,172,6.0,13.0,10.0,12.0,35.0,271,37,25,0
1679,1996,Ivory Coast,11,0.9230769230769231,4,8,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1680,1996,Jamaica,46,0.5362318840579711,5,29,39.0,1.0,3.0,2.0,6.0,271,37,25,0
1681,1996,Japan,306,0.515625,27,168,23.0,3.0,6.0,5.0,14.0,271,37,25,0
1682,1996,Jordan,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1683,1996,Kazakhstan,96,0.7464788732394366,14,99,24.0,3.0,4.0,4.0,11.0,271,37,25,0
1684,1996,Kenya,52,0.8148148148148148,5,27,38.0,1.0,4.0,3.0,8.0,271,37,25,0
1685,1996,Kuwait,25,1.0,9,16,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1686,1996,Kyrgyzstan,33,0.8113207547169812,9,39,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1687,1996,Laos,5,0.8,1,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1688,1996,Latvia,47,0.6909090909090909,12,47,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1689,1996,Lebanon,5,1.0,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1690,1996,Lesotho,9,0.5454545454545454,1,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1691,1996,Liberia,6,0.75,2,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1692,1996,Liechtenstein,2,0.0,2,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1693,1996,Lithuania,61,0.7283950617283951,14,49,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1694,1996,Luxembourg,6,0.42857142857142855,5,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1695,1996,Madagascar,11,0.2857142857142857,4,10,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1696,1996,Malawi,2,1.0,1,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1697,1996,Malaysia,35,0.9302325581395349,8,21,58.0,0.0,1.0,1.0,2.0,271,37,25,0
1698,1996,Maldives,6,0.8888888888888888,2,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1699,1996,Mali,3,0.5,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1700,1996,Malta,7,0.5,5,10,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1701,1996,Mauritania,4,1.0,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1702,1996,Mauritius,26,0.75,6,23,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1703,1996,Mexico,97,0.7207207207207207,19,57,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1704,1996,Moldova,40,0.9,10,41,58.0,0.0,1.0,1.0,2.0,271,37,25,0
1705,1996,Monaco,3,0.75,3,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1706,1996,Mongolia,16,0.6666666666666666,7,16,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1707,1996,Morocco,34,0.8421052631578947,7,28,68.0,0.0,0.0,2.0,2.0,271,37,25,0
1708,1996,Mozambique,3,0.6666666666666666,3,3,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1709,1996,Myanmar,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1710,1996,Namibia,8,0.7,4,10,55.0,0.0,2.0,0.0,2.0,271,37,25,0
1711,1996,Nauru,3,1.0,1,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1712,1996,Nepal,6,0.5,4,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1713,1996,Netherlands,238,0.5586206896551724,19,94,15.0,4.0,5.0,10.0,19.0,271,37,25,0
1714,1996,New Zealand,95,0.6511627906976745,15,81,26.0,3.0,2.0,1.0,6.0,271,37,25,0
1715,1996,Nicaragua,25,0.9642857142857143,5,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1716,1996,Niger,3,0.6666666666666666,1,3,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1717,1996,Nigeria,65,0.6785714285714286,9,38,32.0,2.0,1.0,3.0,6.0,271,37,25,0
1718,1996,North Korea,24,0.6388888888888888,9,25,33.0,2.0,1.0,2.0,5.0,271,37,25,0
1719,1996,North Macedonia,11,0.625,4,16,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1720,1996,Norway,97,0.46551724137931033,16,65,30.0,2.0,2.0,3.0,7.0,271,37,25,0
1721,1996,Oman,4,1.0,4,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1722,1996,Pakistan,24,0.9583333333333334,5,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1723,1996,Palestine,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1724,1996,Panama,7,0.7777777777777778,6,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1725,1996,Papua New Guinea,11,1.0,3,11,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1726,1996,Paraguay,7,0.8571428571428571,5,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1727,1996,Peru,29,0.48484848484848486,8,22,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1728,1996,Philippines,12,0.6111111111111112,6,18,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1729,1996,Poland,165,0.7439613526570048,20,126,11.0,7.0,5.0,5.0,17.0,271,37,25,0
1730,1996,Portugal,106,0.7022900763358778,18,79,47.0,1.0,0.0,1.0,2.0,271,37,25,0
1731,1996,Puerto Rico,69,0.6923076923076923,16,60,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1732,1996,Qatar,12,1.0,4,10,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1733,1996,Romania,165,0.5669014084507042,18,122,14.0,4.0,7.0,9.0,20.0,271,37,25,0
1734,1996,Russia,389,0.5778985507246377,25,212,2.0,26.0,21.0,16.0,63.0,271,37,25,0
1735,1996,Rwanda,4,1.0,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1736,1996,SOM,4,1.0,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1737,1996,Saint Kitts and Nevis,10,0.35714285714285715,1,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1738,1996,Saint Lucia,6,0.875,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1739,1996,Saint Vincent and the Grenadines,8,0.9166666666666666,1,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1740,1996,Samoa,5,0.8,3,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1741,1996,San Marino,7,0.8571428571428571,6,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1742,1996,Sao Tome and Principe,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1743,1996,Saudi Arabia,29,1.0,5,13,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1744,1996,Senegal,11,1.0,3,8,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1745,1996,Serbia,68,0.8227848101265823,13,35,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1746,1996,Seychelles,9,0.8888888888888888,5,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1747,1996,Sierra Leone,14,0.631578947368421,3,10,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1748,1996,Singapore,13,0.7142857142857143,6,27,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1749,1996,Slovakia,71,0.7244897959183674,14,69,43.0,1.0,1.0,1.0,3.0,271,37,25,0
1750,1996,Slovenia,37,0.7021276595744681,8,34,55.0,0.0,2.0,0.0,2.0,271,37,25,0
1751,1996,Solomon Islands,4,0.75,2,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1752,1996,South Africa,84,0.6666666666666666,14,62,27.0,3.0,1.0,1.0,5.0,271,37,25,0
1753,1996,South Korea,299,0.6522781774580336,25,160,10.0,7.0,15.0,5.0,27.0,271,37,25,0
1754,1996,Spain,284,0.6145833333333334,22,157,13.0,5.0,6.0,6.0,17.0,271,37,25,0
1755,1996,Sri Lanka,9,0.45454545454545453,3,9,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1756,1996,Sudan,4,1.0,2,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1757,1996,Suriname,7,0.5454545454545454,3,11,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1758,1996,Sweden,177,0.6008583690987125,22,109,29.0,2.0,4.0,2.0,8.0,271,37,25,0
1759,1996,Switzerland,115,0.5930232558139535,17,83,18.0,4.0,3.0,0.0,7.0,271,37,25,0
1760,1996,Syria,7,0.875,5,8,49.0,1.0,0.0,0.0,1.0,271,37,25,0
1761,1996,Tajikistan,8,0.75,5,8,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1762,1996,Tanzania,7,0.8571428571428571,2,5,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1763,1996,Thailand,37,0.6551724137931034,10,42,47.0,1.0,0.0,1.0,2.0,271,37,25,0
1764,1996,Togo,5,1.0,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1765,1996,Tonga,5,0.8,3,5,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1766,1996,Trinidad and Tobago,12,0.625,6,14,68.0,0.0,0.0,2.0,2.0,271,37,25,0
1767,1996,Tunisia,51,0.8653846153846154,9,24,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1768,1996,Turkey,53,0.7868852459016393,9,55,19.0,4.0,1.0,1.0,6.0,271,37,25,0
1769,1996,Turkmenistan,7,0.5714285714285714,6,7,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1770,1996,Uganda,10,0.5833333333333334,4,9,71.0,0.0,0.0,1.0,1.0,271,37,25,0
1771,1996,Ukraine,231,0.6210826210826211,21,148,9.0,9.0,2.0,12.0,23.0,271,37,25,0
1772,1996,United Arab Emirates,4,1.0,4,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1773,1996,United States,647,0.5697258641239571,31,263,1.0,44.0,32.0,25.0,101.0,271,37,25,1
1774,1996,Uruguay,14,0.8666666666666667,8,14,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1775,1996,Uzbekistan,71,0.7894736842105263,12,70,58.0,0.0,1.0,1.0,2.0,271,37,25,0
1776,1996,Vanuatu,4,0.75,1,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1777,1996,Venezuela,39,0.8867924528301887,12,36,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1778,1996,Vietnam,6,0.5,4,6,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1779,1996,Virgin Islands,12,0.42857142857142855,5,11,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1780,1996,Yemen,4,1.0,2,4,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1781,1996,Zambia,8,0.875,2,8,61.0,0.0,1.0,0.0,1.0,271,37,25,0
1782,1996,Zimbabwe,13,0.8571428571428571,6,15,0.0,0.0,0.0,0.0,0.0,271,37,25,0
1783,2000,AHO,7,0.875,6,8,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1784,2000,Albania,4,0.4,3,5,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1785,2000,Algeria,47,0.803921568627451,10,42,42.0,1.0,1.0,3.0,5.0,300,40,27,0
1786,2000,American Samoa,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1787,2000,Andorra,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1788,2000,Angola,30,0.5,5,7,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1789,2000,Antigua and Barbuda,3,0.5,2,4,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1790,2000,Argentina,142,0.6848484848484848,21,98,57.0,0.0,2.0,2.0,4.0,300,40,27,0
1791,2000,Armenia,25,0.9230769230769231,10,26,71.0,0.0,0.0,1.0,1.0,300,40,27,0
1792,2000,Aruba,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1793,2000,Australia,617,0.5329949238578681,34,270,4.0,16.0,25.0,17.0,58.0,300,40,27,1
1794,2000,Austria,92,0.6052631578947368,17,68,32.0,2.0,1.0,0.0,3.0,300,40,27,0
1795,2000,Azerbaijan,31,0.78125,8,32,34.0,2.0,0.0,1.0,3.0,300,40,27,0
1796,2000,Bahamas,25,0.6153846153846154,3,18,34.0,2.0,0.0,1.0,3.0,300,40,27,0
1797,2000,Bahrain,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1798,2000,Bangladesh,5,0.3333333333333333,3,6,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1799,2000,Barbados,18,0.6428571428571429,6,21,71.0,0.0,0.0,1.0,1.0,300,40,27,0
1800,2000,Belarus,139,0.5541125541125541,20,109,23.0,3.0,3.0,11.0,17.0,300,40,27,0
1801,2000,Belgium,68,0.425531914893617,16,64,55.0,0.0,2.0,3.0,5.0,300,40,27,0
1802,2000,Belize,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1803,2000,Benin,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1804,2000,Bermuda,6,0.7142857142857143,4,6,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1805,2000,Bhutan,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1806,2000,Bolivia,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1807,2000,Bosnia and Herzegovina,9,0.8181818181818182,4,10,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1808,2000,Botswana,7,1.0,2,5,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1809,2000,Brazil,196,0.5635593220338984,24,96,53.0,0.0,6.0,6.0,12.0,300,40,27,0
1810,2000,British Virgin Islands,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1811,2000,Brunei,2,1.0,2,2,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1812,2000,Bulgaria,91,0.6866666666666666,16,85,16.0,5.0,6.0,2.0,13.0,300,40,27,0
1813,2000,Burkina Faso,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1814,2000,Burundi,6,0.8333333333333334,1,5,0.0,0.0,0.0,0.0,0.0,300,40,27,0
1815,2000,Cambodia,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,300,40,27,0
